"","place","ward.A","dist.A","reg.A","pwd.A","wd.A","wdr.A","ward.B","dist.B","reg.B","wd.B","wdr.B","dist.A.dist","reg.A.dist","ward.A.dist","dist","dist_sum","acceptWDR"
"908","malangamilo","makongolosi","chunya.dc","mbeya","malangamilo-makongolosi-chunya.dc","makongolosi-chunya.dc","makongolosi-chunya.dc-mbeya","makongorosi","chunya.dc","mbeya","makongorosi-chunya.dc","makongorosi-chunya.dc-mbeya",0,0,0.0606060606060606,NA,0.0606060606060606,"acceptWDR2"
"909","malemve","igongwa","kwimba.dc","mwanza","malemve-igongwa-kwimba.dc","igongwa-kwimba.dc","igongwa-kwimba.dc-mwanza","igongwa","kwimba.dc","mwanza","igongwa-kwimba.dc","igongwa-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"910","maleza","kate","sumbawanga.dc","rukwa","maleza-kate-sumbawanga.dc","kate-sumbawanga.dc","kate-sumbawanga.dc-rukwa","kaoze","sumbawanga.dc","rukwa","kaoze-sumbawanga.dc","kaoze-sumbawanga.dc-rukwa",0,0,0.216666666666667,NA,0.216666666666667,NA
"911","maleza","kilangawana","sumbawanga.dc","rukwa","maleza-kilangawana-sumbawanga.dc","kilangawana-sumbawanga.dc","kilangawana-sumbawanga.dc-rukwa","kaengesa","sumbawanga.dc","rukwa","kaengesa-sumbawanga.dc","kaengesa-sumbawanga.dc-rukwa",0,0,0.306818181818182,NA,0.306818181818182,NA
"912","maleza","maleza","sumbawanga.dc","rukwa","maleza-maleza-sumbawanga.dc","maleza-sumbawanga.dc","maleza-sumbawanga.dc-rukwa","milepa","sumbawanga.dc","rukwa","milepa-sumbawanga.dc","milepa-sumbawanga.dc-rukwa",0,0,0.222222222222222,NA,0.222222222222222,NA
"913","maligisu","maligisu","kwimba.dc","mwanza","maligisu-maligisu-kwimba.dc","maligisu-kwimba.dc","maligisu-kwimba.dc-mwanza","maligisu","kwimba.dc","mwanza","maligisu-kwimba.dc","maligisu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"914","maligisu.kasoli","maligisu.kasoli","kwimba.bariadi","kwimba.bariadi","maligisu.kasoli-maligisu.kasoli-kwimba.bariadi","maligisu.kasoli-kwimba.bariadi","maligisu.kasoli-kwimba.bariadi-kwimba.bariadi","maligisu","kwimba.dc","mwanza","maligisu-kwimba.dc","maligisu-kwimba.dc-mwanza",0.17989417989418,0.432539682539683,0.155555555555556,NA,0.767989417989418,NA
"915","malili","malili","busega.dc","simiyu","malili-malili-busega.dc","malili-busega.dc","malili-busega.dc-simiyu","malili","busega.dc","simiyu","malili-busega.dc","malili-busega.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"916","malinyi","malinyi","malinyi.dc","morogoro","malinyi-malinyi-malinyi.dc","malinyi-malinyi.dc","malinyi-malinyi.dc-morogoro","malinyi","malinyi.dc","morogoro","malinyi-malinyi.dc","malinyi-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"917","maloto","kimamba","kilosa.dc","morogoro","maloto-kimamba-kilosa.dc","kimamba-kilosa.dc","kimamba-kilosa.dc-morogoro","kimamba.a","kilosa.dc","morogoro","kimamba.a-kilosa.dc","kimamba.a-kilosa.dc-morogoro",0,0,0.0740740740740742,NA,0.0740740740740742,"acceptWDR2"
"918","maloto","kimamba","kilosa.dc","morogoro","maloto-kimamba-kilosa.dc","kimamba-kilosa.dc","kimamba-kilosa.dc-morogoro","kimamba.b","kilosa.dc","morogoro","kimamba.b-kilosa.dc","kimamba.b-kilosa.dc-morogoro",0,0,0.0740740740740742,NA,0.0740740740740742,NA
"919","malya","malya","kwimba.dc","mwanza","malya-malya-kwimba.dc","malya-kwimba.dc","malya-kwimba.dc-mwanza","malya","kwimba.dc","mwanza","malya-kwimba.dc","malya-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"920","mam","mamba","chunya.dc","mbeya","mam-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"921","mamba","mamba","chunya.dc","mbeya","mamba-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"922","mamba","mamba","mpimbwe.dc","katavi","mamba-mamba-mpimbwe.dc","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"923","mamba.a","mamba","chunya.dc","mbeya","mamba.a-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"924","mamba.e","mamba","chunya.dc","mbeya","mamba.e-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"925","mamboefu","mamba","chunya.dc","mbeya","mamboefu-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"926","manawa","misasi","misungwi.dc","mwanza","manawa-misasi-misungwi.dc","misasi-misungwi.dc","misasi-misungwi.dc-mwanza","masasi","misungwi.dc","mwanza","masasi-misungwi.dc","masasi-misungwi.dc-mwanza",0,0,0.177777777777778,NA,0.177777777777778,"acceptWDR2"
"927","mandang.ombe","mbaragane","maswa.dc","simiyu","mandang.ombe-mbaragane-maswa.dc","mbaragane-maswa.dc","mbaragane-maswa.dc-simiyu","mwamanenge","maswa.dc","simiyu","mwamanenge-maswa.dc","mwamanenge-maswa.dc-simiyu",0,0,0.327777777777778,NA,0.327777777777778,NA
"928","mandangombe","lalago","maswa.dc","simiyu","mandangombe-lalago-maswa.dc","lalago-maswa.dc","lalago-maswa.dc-simiyu","lalago","maswa.dc","simiyu","lalago-maswa.dc","lalago-maswa.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"929","maneme","mkonona","nanyumbu.dc","mtwara","maneme-mkonona-nanyumbu.dc","mkonona-nanyumbu.dc","mkonona-nanyumbu.dc-mtwara","mkonona","nanyumbu.dc","mtwara","mkonona-nanyumbu.dc","mkonona-nanyumbu.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"930","maneme","nanyumbu","nanyumbu.dc","mtwara","maneme-nanyumbu-nanyumbu.dc","nanyumbu-nanyumbu.dc","nanyumbu-nanyumbu.dc-mtwara","nanyumbu","nanyumbu.dc","mtwara","nanyumbu-nanyumbu.dc","nanyumbu-nanyumbu.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"931","mangaka","nanyumbu","nanyumbu.dc","mtwara","mangaka-nanyumbu-nanyumbu.dc","nanyumbu-nanyumbu.dc","nanyumbu-nanyumbu.dc-mtwara","nanyumbu","nanyumbu.dc","mtwara","nanyumbu-nanyumbu.dc","nanyumbu-nanyumbu.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"932","mango","mango","bariadi.dc","simiyu","mango-mango-bariadi.dc","mango-bariadi.dc","mango-bariadi.dc-simiyu","mhango","bariadi.dc","simiyu","mhango-bariadi.dc","mhango-bariadi.dc-simiyu",0,0,0.0555555555555556,NA,0.0555555555555556,"acceptWDR2"
"933","mango","mango","bariadi.tc","simiyu","mango-mango-bariadi.tc","mango-bariadi.tc","mango-bariadi.tc-simiyu","mhango","bariadi.dc","simiyu","mhango-bariadi.dc","mhango-bariadi.dc-simiyu",0.0666666666666668,0,0.0555555555555556,NA,0.122222222222222,NA
"934","manguluma","igongwa","kwimba.dc","mwanza","manguluma-igongwa-kwimba.dc","igongwa-kwimba.dc","igongwa-kwimba.dc-mwanza","igongwa","kwimba.dc","mwanza","igongwa-kwimba.dc","igongwa-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"935","manguruma","igongwa","kwimba.dc","mwanza","manguruma-igongwa-kwimba.dc","igongwa-kwimba.dc","igongwa-kwimba.dc-mwanza","igongwa","kwimba.dc","mwanza","igongwa-kwimba.dc","igongwa-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"936","manienga","mawindi","mbarali.dc","mbeya","manienga-mawindi-mbarali.dc","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya","mawindi","mbarali.dc","mbeya","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"937","manyere","majimoto","mpimbwe.dc","katavi","manyere-majimoto-mpimbwe.dc","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"938","manyuli","mnavira","masasi.dc","mtwara","manyuli-mnavira-masasi.dc","mnavira-masasi.dc","mnavira-masasi.dc-mtwara","mnavira","masasi.dc","mtwara","mnavira-masasi.dc","mnavira-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"939","manyuri","mnavira","masasi.dc","mtwara","manyuri-mnavira-masasi.dc","mnavira-masasi.dc","mnavira-masasi.dc-mtwara","mnavira","masasi.dc","mtwara","mnavira-masasi.dc","mnavira-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"940","mapanga","ibugule","bahi.dc","dodoma","mapanga-ibugule-bahi.dc","ibugule-bahi.dc","ibugule-bahi.dc-dodoma","ibugule","bahi.dc","dodoma","ibugule-bahi.dc","ibugule-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"941","maparawe","mchauru","masasi.dc","mtwara","maparawe-mchauru-masasi.dc","mchauru-masasi.dc","mchauru-masasi.dc-mtwara","mchauru","masasi.dc","mtwara","mchauru-masasi.dc","mchauru-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"942","maparawe","sindano","masasi.dc","mtwara","maparawe-sindano-masasi.dc","sindano-masasi.dc","sindano-masasi.dc-mtwara","sindano","masasi.dc","mtwara","sindano-masasi.dc","sindano-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"943","mapeleme","igava","mbarali.dc","mbeya","mapeleme-igava-mbarali.dc","igava-mbarali.dc","igava-mbarali.dc-mbeya","igava","mbarali.dc","mbeya","igava-mbarali.dc","igava-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"944","mapili","inyonga","mlele.dc","katavi","mapili-inyonga-mlele.dc","inyonga-mlele.dc","inyonga-mlele.dc-katavi","inyonga","mlele.dc","katavi","inyonga-mlele.dc","inyonga-mlele.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"945","mapili","mapili","mlele.dc","katavi","mapili-mapili-mlele.dc","mapili-mlele.dc","mapili-mlele.dc-katavi","mwamapuli","mpimbwe.dc","katavi","mwamapuli-mpimbwe.dc","mwamapuli-mpimbwe.dc-katavi",0.291666666666667,0,0.203703703703704,NA,0.49537037037037,NA
"946","mapili","pwaga","mlele.dc","katavi","mapili-pwaga-mlele.dc","pwaga-mlele.dc","pwaga-mlele.dc-katavi","inyonga","mlele.dc","katavi","inyonga-mlele.dc","inyonga-mlele.dc-katavi",0,0,0.438095238095238,NA,0.438095238095238,NA
"947","mapo","mapo","mapo","mapo","mapo-mapo-mapo","mapo-mapo","mapo-mapo-mapo","makojo","musoma.dc","mara","makojo-musoma.dc","makojo-musoma.dc-mara",0.425925925925926,0.333333333333333,0.25,NA,1.00925925925926,NA
"948","mapo","mapo","mapo","mapo","mapo-mapo-mapo","mapo-mapo","mapo-mapo-mapo","makoko","musoma.mc","mara","makoko-musoma.mc","makoko-musoma.mc-mara",0.425925925925926,0.333333333333333,0.25,NA,1.00925925925926,NA
"949","mapogoro","chokaa","chunya.dc","mbeya","mapogoro-chokaa-chunya.dc","chokaa-chunya.dc","chokaa-chunya.dc-mbeya","chokaa","chunya.dc","mbeya","chokaa-chunya.dc","chokaa-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"950","mapogoro","madibira","mbarali.dc","mbeya","mapogoro-madibira-mbarali.dc","madibira-mbarali.dc","madibira-mbarali.dc-mbeya","madibira","mbarali.dc","mbeya","madibira-mbarali.dc","madibira-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"951","mapogoro","mapogoro","mbarali.dc","mbeya","mapogoro-mapogoro-mbarali.dc","mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya","mapogoro","mbarali.dc","mbeya","mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"952","mapogoro.magigiwe","mapogoro","mbarali.dc","mbeya","mapogoro.magigiwe-mapogoro-mbarali.dc","mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya","mapogoro","mbarali.dc","mbeya","mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"953","marangale","mamba","chunya.dc","mbeya","marangale-mamba-chunya.dc","mamba-chunya.dc","mamba-chunya.dc-mbeya","mamba","chunya.dc","mbeya","mamba-chunya.dc","mamba-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"954","marika","marika","masasi.dc","mtwara","marika-marika-masasi.dc","marika-masasi.dc","marika-masasi.dc-mtwara","marika","masasi.tc","mtwara","marika-masasi.tc","marika-masasi.tc-mtwara",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"955","marumba","mkonona","nanyumbu.dc","mtwara","marumba-mkonona-nanyumbu.dc","mkonona-nanyumbu.dc","mkonona-nanyumbu.dc-mtwara","mkonona","nanyumbu.dc","mtwara","mkonona-nanyumbu.dc","mkonona-nanyumbu.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"956","masanyenda","mpapa","momba.dc","songwe","masanyenda-mpapa-momba.dc","mpapa-momba.dc","mpapa-momba.dc-songwe","mpapa","momba.dc","songwe","mpapa-momba.dc","mpapa-momba.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"957","masanyenta","mpapa","momba.dc","songwe","masanyenta-mpapa-momba.dc","mpapa-momba.dc","mpapa-momba.dc-songwe","mpapa","momba.dc","songwe","mpapa-momba.dc","mpapa-momba.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"958","masasi","chanikanguo","masasi.dc","mtwara","masasi-chanikanguo-masasi.dc","chanikanguo-masasi.dc","chanikanguo-masasi.dc-mtwara","chigugu","masasi.dc","mtwara","chigugu-masasi.dc","chigugu-masasi.dc-mtwara",0,0,0.277056277056277,NA,0.277056277056277,NA
"959","masasi","masasi","masasi.dc","mtwara","masasi-masasi-masasi.dc","masasi-masasi.dc","masasi-masasi.dc-mtwara","mpanyani","masasi.dc","mtwara","mpanyani-masasi.dc","mpanyani-masasi.dc-mtwara",0,0,0.277777777777778,NA,0.277777777777778,NA
"960","masasi","masasi","nanyumbu.dc","mtwara","masasi-masasi-nanyumbu.dc","masasi-nanyumbu.dc","masasi-nanyumbu.dc-mtwara","maratani","nanyumbu.dc","mtwara","maratani-nanyumbu.dc","maratani-nanyumbu.dc-mtwara",0,0,0.277777777777778,NA,0.277777777777778,NA
"961","masasi","muhuwesi","tunduru.dc","ruvuma","masasi-muhuwesi-tunduru.dc","muhuwesi-tunduru.dc","muhuwesi-tunduru.dc-ruvuma","muhuwesi","tunduru.dc","ruvuma","muhuwesi-tunduru.dc","muhuwesi-tunduru.dc-ruvuma",0,0,0,NA,0,"acceptWDR0"
"962","masasi.dar.es.salaam.newala","masasi.dar.es.salaam.newala","masasi.newala","masasi.newala","masasi.dar.es.salaam.newala-masasi.dar.es.salaam.newala-masasi.newala","masasi.dar.es.salaam.newala-masasi.newala","masasi.dar.es.salaam.newala-masasi.newala-masasi.newala","marika","masasi.tc","mtwara","marika-masasi.tc","marika-masasi.tc-mtwara",0.227920227920228,0.423076923076923,0.393827160493827,NA,1.04482431149098,NA
"963","masasi.mjini","chipole","masasi.dc","mtwara","masasi.mjini-chipole-masasi.dc","chipole-masasi.dc","chipole-masasi.dc-mtwara","chiwale","masasi.dc","mtwara","chiwale-masasi.dc","chiwale-masasi.dc-mtwara",0,0,0.19047619047619,NA,0.19047619047619,NA
"964","masasi.mjini","mwengemtapika","masasi.dc","mtwara","masasi.mjini-mwengemtapika-masasi.dc","mwengemtapika-masasi.dc","mwengemtapika-masasi.dc-mtwara","mwenge.mtapika","masasi.tc","mtwara","mwenge.mtapika-masasi.tc","mwenge.mtapika-masasi.tc-mtwara",0.0740740740740742,0,0.0238095238095237,NA,0.0978835978835979,NA
"965","masasi.mjini","napupa","masasi.dc","mtwara","masasi.mjini-napupa-masasi.dc","napupa-masasi.dc","napupa-masasi.dc-mtwara","nanjota","masasi.dc","mtwara","nanjota-masasi.dc","nanjota-masasi.dc-mtwara",0,0,0.357142857142857,NA,0.357142857142857,NA
"966","masasi.mjini","napupa","masasi.dc","mtwara","masasi.mjini-napupa-masasi.dc","napupa-masasi.dc","napupa-masasi.dc-mtwara","mnavira","masasi.dc","mtwara","mnavira-masasi.dc","mnavira-masasi.dc-mtwara",0,0,0.357142857142857,NA,0.357142857142857,NA
"967","masasi.mtangalanga.chitekete.makonga","mitesa.mbuyuni.newala.mji","newala.masasi","newala.masasi","masasi.mtangalanga.chitekete.makonga-mitesa.mbuyuni.newala.mji-newala.masasi","mitesa.mbuyuni.newala.mji-newala.masasi","mitesa.mbuyuni.newala.mji-newala.masasi-newala.masasi","mnyambe","newala.dc","mtwara","mnyambe-newala.dc","mnyambe-newala.dc-mtwara",0.227920227920228,0.423076923076923,0.382857142857143,NA,1.03385429385429,NA
"968","mashete","mashete","nkasi.dc","rukwa","mashete-mashete-nkasi.dc","mashete-nkasi.dc","mashete-nkasi.dc-rukwa","wampembe","nkasi.dc","rukwa","wampembe-nkasi.dc","wampembe-nkasi.dc-rukwa",0,0,0.392857142857143,NA,0.392857142857143,NA
"969","mashete","mashetw","nkasi.dc","rukwa","mashete-mashetw-nkasi.dc","mashetw-nkasi.dc","mashetw-nkasi.dc-rukwa","kate","nkasi.dc","rukwa","kate-nkasi.dc","kate-nkasi.dc-rukwa",0,0,0.404761904761905,NA,0.404761904761905,NA
"970","masigo","ilela","mlele.dc","katavi","masigo-ilela-mlele.dc","ilela-mlele.dc","ilela-mlele.dc-katavi","ilela","mlele.dc","katavi","ilela-mlele.dc","ilela-mlele.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"971","masimba","babayu","chemba.dc","dodoma","masimba-babayu-chemba.dc","babayu-chemba.dc","babayu-chemba.dc-dodoma","babayu","bahi.dc","dodoma","babayu-bahi.dc","babayu-bahi.dc-dodoma",0.328042328042328,0,0,NA,0.328042328042328,"acceptWDR1"
"972","masimba","masimba","chemba.dc","dodoma","masimba-masimba-chemba.dc","masimba-chemba.dc","masimba-chemba.dc-dodoma","goima","chemba.dc","dodoma","goima-chemba.dc","goima-chemba.dc-dodoma",0,0,0.323809523809524,NA,0.323809523809524,NA
"973","masinda","masinda","chemba.dc","dodoma","masinda-masinda-chemba.dc","masinda-chemba.dc","masinda-chemba.dc-dodoma","msaada","chemba.dc","dodoma","msaada-chemba.dc","msaada-chemba.dc-dodoma",0,0,0.217460317460317,NA,0.217460317460317,NA
"974","masuguru","masuguru","masuguru","masuguru","masuguru-masuguru-masuguru","masuguru-masuguru","masuguru-masuguru-masuguru","masuguru","nanyumbu.dc","mtwara","masuguru-nanyumbu.dc","masuguru-nanyumbu.dc-mtwara",0.450757575757576,0.375,0,NA,0.825757575757576,NA
"975","masuguru","masuguru","nanyumbu.dc","mtwara","masuguru-masuguru-nanyumbu.dc","masuguru-nanyumbu.dc","masuguru-nanyumbu.dc-mtwara","masuguru","nanyumbu.dc","mtwara","masuguru-nanyumbu.dc","masuguru-nanyumbu.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"976","masunguru","masunguru","nanyumbu.dc","mtwara","masunguru-masunguru-nanyumbu.dc","masunguru-nanyumbu.dc","masunguru-nanyumbu.dc-mtwara","masuguru","nanyumbu.dc","mtwara","masuguru-nanyumbu.dc","masuguru-nanyumbu.dc-mtwara",0,0,0.0370370370370371,NA,0.0370370370370371,"acceptWDR2"
"977","maswa","maswa","maswa.dc","simiyu","maswa-maswa-maswa.dc","maswa-maswa.dc","maswa-maswa.dc-simiyu","masela","maswa.dc","simiyu","masela-maswa.dc","masela-maswa.dc-simiyu",0,0,0.177777777777778,NA,0.177777777777778,NA
"978","maswa","maswa","shinyanga.dc","shinyanga","maswa-maswa-shinyanga.dc","maswa-shinyanga.dc","maswa-shinyanga.dc-shinyanga","masengwa","shinyanga.dc","shinyanga","masengwa-shinyanga.dc","masengwa-shinyanga.dc-shinyanga",0,0,0.125,NA,0.125,NA
"979","matale","sumbugu","misungwi.dc","mwanza","matale-sumbugu-misungwi.dc","sumbugu-misungwi.dc","sumbugu-misungwi.dc-mwanza","sumbugu","misungwi.dc","mwanza","sumbugu-misungwi.dc","sumbugu-misungwi.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"980","matawale","matawale","masasi.dc","mtwara","matawale-matawale-masasi.dc","matawale-masasi.dc","matawale-masasi.dc-mtwara","namatutwe","masasi.dc","mtwara","namatutwe-masasi.dc","namatutwe-masasi.dc-mtwara",0,0,0.305555555555556,NA,0.305555555555556,NA
"981","matebete","itamboleo","mbarali.dc","mbeya","matebete-itamboleo-mbarali.dc","itamboleo-mbarali.dc","itamboleo-mbarali.dc-mbeya","itambaleo","mbarali.dc","mbeya","itambaleo-mbarali.dc","itambaleo-mbarali.dc-mbeya",0,0,0.136574074074074,NA,0.136574074074074,"acceptWDR2"
"982","matekwe","matekwe","nachingwea.dc","lindi","matekwe-matekwe-nachingwea.dc","matekwe-nachingwea.dc","matekwe-nachingwea.dc-lindi","matekwe","nachingwea.dc","lindi","matekwe-nachingwea.dc","matekwe-nachingwea.dc-lindi",0,0,0,NA,0,"acceptWDR0"
"983","matemela","ipwani","mbarali.dc","mbeya","matemela-ipwani-mbarali.dc","ipwani-mbarali.dc","ipwani-mbarali.dc-mbeya","ipwani","mbarali.dc","mbeya","ipwani-mbarali.dc","ipwani-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"984","matemela","matemela","matemela","matemela","matemela-matemela-matemela","matemela-matemela","matemela-matemela-matemela","matamba","makete.dc","njombe","matamba-makete.dc","matamba-makete.dc-njombe",0.339814814814815,0.472222222222222,0.220238095238095,NA,1.03227513227513,NA
"985","matemela","mawindi","mbarali.dc","mbeya","matemela-mawindi-mbarali.dc","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya","mawindi","mbarali.dc","mbeya","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"986","matogoro","mbuyuni","masasi.dc","mtwara","matogoro-mbuyuni-masasi.dc","mbuyuni-masasi.dc","mbuyuni-masasi.dc-mtwara","mbuyuni","masasi.dc","mtwara","mbuyuni-masasi.dc","mbuyuni-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"987","mavimba","mavimba","ulanga.dc","morogoro","mavimba-mavimba-ulanga.dc","mavimba-ulanga.dc","mavimba-ulanga.dc-morogoro","mwaya","ulanga.dc","morogoro","mwaya-ulanga.dc","mwaya-ulanga.dc-morogoro",0,0,0.323809523809524,NA,0.323809523809524,NA
"988","mavimba","milola","ulanga.dc","morogoro","mavimba-milola-ulanga.dc","milola-ulanga.dc","milola-ulanga.dc-morogoro","ilonga","ulanga.dc","morogoro","ilonga-ulanga.dc","ilonga-ulanga.dc-morogoro",0,0,0.222222222222222,NA,0.222222222222222,NA
"989","mavimba","minepa","ulanga.dc","morogoro","mavimba-minepa-ulanga.dc","minepa-ulanga.dc","minepa-ulanga.dc-morogoro","minepa","ulanga.dc","morogoro","minepa-ulanga.dc","minepa-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"990","mavimba.itobanilo","milola","ulanga.dc","morogoro","mavimba.itobanilo-milola-ulanga.dc","milola-ulanga.dc","milola-ulanga.dc-morogoro","ilonga","ulanga.dc","morogoro","ilonga-ulanga.dc","ilonga-ulanga.dc-morogoro",0,0,0.222222222222222,NA,0.222222222222222,NA
"991","mavimba.kaliagogo.nyumbani","milola","ulanga.dc","morogoro","mavimba.kaliagogo.nyumbani-milola-ulanga.dc","milola-ulanga.dc","milola-ulanga.dc-morogoro","ilonga","ulanga.dc","morogoro","ilonga-ulanga.dc","ilonga-ulanga.dc-morogoro",0,0,0.222222222222222,NA,0.222222222222222,NA
"992","mavimba.kanyagatwende","milola","ulanga.dc","morogoro","mavimba.kanyagatwende-milola-ulanga.dc","milola-ulanga.dc","milola-ulanga.dc-morogoro","ilonga","ulanga.dc","morogoro","ilonga-ulanga.dc","ilonga-ulanga.dc-morogoro",0,0,0.222222222222222,NA,0.222222222222222,NA
"993","mavimba.kijijini","milola","ulanga.dc","morogoro","mavimba.kijijini-milola-ulanga.dc","milola-ulanga.dc","milola-ulanga.dc-morogoro","ilonga","ulanga.dc","morogoro","ilonga-ulanga.dc","ilonga-ulanga.dc-morogoro",0,0,0.222222222222222,NA,0.222222222222222,NA
"994","mawale","parakuyo","kilosa.dc","morogoro","mawale-parakuyo-kilosa.dc","parakuyo-kilosa.dc","parakuyo-kilosa.dc-morogoro","mamboya","kilosa.dc","morogoro","mamboya-kilosa.dc","mamboya-kilosa.dc-morogoro",0,0,0.392857142857143,NA,0.392857142857143,NA
